Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
14,PhD,Contract,4811,Female,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Docker, Azure",5196278
6,M.Tech,Contract,157194,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Docker, Python, PyTorch",3335293
15,BCA,Contract,20722,Male,Backend Developer,Backend Developer,"MySQL, Spring Boot, Docker, Java",3571035
10,MCA,Full-Time,171365,Both,Frontend Developer,Frontend Developer,"TypeScript, React, JavaScript, CSS",2465696
6,BCA,Intern,118099,Both,Data Scientist,Data Scientist,"Statistics, SQL, Machine Learning, Pandas",2835490
11,MBA,Contract,125512,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Python, Penetration Testing",3516712
7,MCA,Contract,380,Male,Frontend Developer,Frontend Developer,"React, TypeScript, JavaScript, HTML",2398804
9,PhD,Intern,89764,Both,Frontend Developer,Frontend Developer,"JavaScript, HTML, React, TypeScript",3283025
8,BCA,Contract,97656,Female,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, Python, Docker",3275896
0,MBA,Full-Time,190908,Female,Backend Developer,Backend Developer,"Spring Boot, REST API, Docker, Java",2040957
9,BCA,Full-Time,45151,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",2464015
13,B.Tech,Intern,26602,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2599872
15,B.Tech,Contract,155908,Both,Data Scientist,Data Scientist,"Machine Learning, Python, Pandas, Statistics",4042840
5,BCA,Remote,165713,Male,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2421275
10,BCA,Remote,124255,Female,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Linux, Docker",3518416
4,PhD,Full-Time,191161,Female,Frontend Developer,Frontend Developer,"CSS, HTML, TypeScript, React",2492794
13,BCA,Full-Time,50790,Male,Data Scientist,Data Scientist,"Machine Learning, SQL, Pandas, Statistics",3416951
1,MCA,Intern,96249,Both,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Docker, Linux",3079559
0,B.Tech,Intern,59062,Female,Frontend Developer,Frontend Developer,"React, HTML, TypeScript, CSS",1588084
2,MBA,Contract,178664,Male,Data Scientist,Data Scientist,"Pandas, Machine Learning, Python, Statistics",2734071
3,MBA,Full-Time,9221,Female,Software Tester,Software Tester,"Selenium, JIRA, Automation, Manual Testing",1891627
10,MBA,Intern,12931,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",3892815
8,MCA,Intern,140718,Female,Cloud Engineer,Cloud Engineer,"Docker, AWS, Linux, Azure",3944280
7,PhD,Remote,158507,Both,DevOps Engineer,DevOps Engineer,"Docker, Linux, Kubernetes, CI/CD",3857713
10,BCA,Intern,198339,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2585233
11,M.Tech,Contract,198219,Male,Cloud Engineer,Cloud Engineer,"Docker, Kubernetes, AWS, Azure",4208029
3,B.Tech,Contract,68530,Female,Frontend Developer,Frontend Developer,"CSS, HTML, TypeScript, JavaScript",1950902
15,MCA,Remote,90031,Both,Software Tester,Software Tester,"JIRA, Manual Testing, Selenium, Automation",3264161
5,BCA,Full-Time,45799,Male,Data Scientist,Data Scientist,"SQL, Machine Learning, Python, Pandas",2849742
5,BCA,Remote,44430,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, TensorFlow, AWS",2779800
4,MCA,Intern,156554,Female,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",2239679
1,MCA,Contract,116693,Female,Backend Developer,Backend Developer,"Docker, MySQL, REST API, Spring Boot",1895117
14,BCA,Remote,107130,Both,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Dart, Android",3410162
3,BCA,Remote,191214,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",1717666
11,M.Tech,Full-Time,62382,Both,Frontend Developer,Frontend Developer,"HTML, React, JavaScript, TypeScript",3672684
0,MBA,Intern,146219,Male,Backend Developer,Backend Developer,"REST API, MySQL, Spring Boot, Docker",2134867
1,MBA,Intern,1627,Both,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",1454824
13,M.Tech,Remote,880,Female,Backend Developer,Backend Developer,"MySQL, Java, Spring Boot, REST API",3470863
5,MCA,Full-Time,165686,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, Python, PyTorch",3184380
5,PhD,Full-Time,159435,Female,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Docker, Azure",4036486
3,MBA,Remote,145228,Female,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Docker, Kubernetes",2967308
10,BCA,Remote,66042,Female,Cloud Engineer,Cloud Engineer,"Linux, Azure, Docker, Kubernetes",3773082
6,MCA,Contract,147229,Male,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Android, Firebase",2557172
6,MCA,Contract,119129,Male,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2803207
1,MCA,Remote,60496,Both,Frontend Developer,Frontend Developer,"JavaScript, CSS, React, TypeScript",2032921
14,PhD,Full-Time,130570,Male,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, React, HTML",3474783
7,MBA,Contract,51050,Female,Backend Developer,Backend Developer,"Java, MySQL, Spring Boot, REST API",2949421
13,B.Tech,Intern,43906,Both,Frontend Developer,Frontend Developer,"HTML, React, TypeScript, CSS",3403370
12,PhD,Remote,156107,Both,Software Tester,Software Tester,"Manual Testing, Selenium, JIRA, Automation",3610300
8,MBA,Remote,190410,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, CI/CD, AWS, Docker",3777257
9,B.Tech,Remote,39502,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",3068516
0,PhD,Contract,69997,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",2694263
11,MCA,Intern,46682,Male,DevOps Engineer,DevOps Engineer,"AWS, Linux, Kubernetes, CI/CD",3773054
10,M.Tech,Contract,51378,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",2644537
1,MBA,Contract,44267,Female,Backend Developer,Backend Developer,"REST API, Spring Boot, MySQL, Docker",1970075
15,MCA,Remote,127846,Both,Data Scientist,Data Scientist,"SQL, Statistics, Python, Pandas",4009285
13,B.Tech,Contract,54239,Both,Cloud Engineer,Cloud Engineer,"AWS, Docker, Kubernetes, Linux",4130613
6,BCA,Remote,188395,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",3173133
14,PhD,Remote,191429,Female,Mobile App Developer,Mobile App Developer,"Android, Flutter, Dart, Firebase",4129698
8,M.Tech,Contract,42940,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, Network Security, SIEM",3811762
9,BCA,Intern,42453,Female,Data Scientist,Data Scientist,"Python, SQL, Statistics, Machine Learning",2892883
7,PhD,Full-Time,193662,Male,Cloud Engineer,Cloud Engineer,"Azure, AWS, Linux, Docker",3667268
12,M.Tech,Intern,23611,Female,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",3062853
8,PhD,Remote,178631,Both,Backend Developer,Backend Developer,"Docker, MySQL, REST API, Java",3203535
8,B.Tech,Contract,166442,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, TensorFlow, Docker",3274366
13,B.Tech,Remote,137538,Both,Machine Learning Engineer,Machine Learning Engineer,"Python, PyTorch, Docker, AWS",3755973
1,PhD,Full-Time,173563,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",3120532
3,PhD,Remote,21080,Both,Data Scientist,Data Scientist,"Pandas, Python, SQL, Statistics",3181923
1,PhD,Remote,190174,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2006947
2,MCA,Intern,50173,Male,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",1880782
13,BCA,Intern,142032,Both,Frontend Developer,Frontend Developer,"JavaScript, HTML, CSS, React",3315616
12,PhD,Remote,32620,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, Docker, Python",4446539
4,M.Tech,Full-Time,194924,Male,Mobile App Developer,Mobile App Developer,"Android, Flutter, Firebase, Dart",2599438
8,MBA,Intern,158957,Both,Data Scientist,Data Scientist,"Machine Learning, Statistics, Pandas, SQL",3208007
7,PhD,Intern,23981,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Python, PyTorch, Docker",3928828
9,M.Tech,Intern,65826,Male,Cloud Engineer,Cloud Engineer,"Kubernetes, Docker, Azure, Linux",4086080
2,MCA,Remote,49941,Female,Frontend Developer,Frontend Developer,"CSS, TypeScript, React, JavaScript",1804264
5,MCA,Contract,91200,Male,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Linux, Docker",3260331
3,PhD,Contract,64450,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2337941
6,PhD,Full-Time,56041,Female,Frontend Developer,Frontend Developer,"HTML, CSS, JavaScript, TypeScript",3032161
11,BCA,Full-Time,81113,Female,Frontend Developer,Frontend Developer,"TypeScript, React, JavaScript, CSS",2253852
0,BCA,Full-Time,36339,Both,Data Scientist,Data Scientist,"Machine Learning, Python, SQL, Statistics",1949533
0,B.Tech,Remote,190254,Both,Mobile App Developer,Mobile App Developer,"Android, Dart, Firebase, Flutter",1901891
9,MCA,Intern,168999,Male,Cloud Engineer,Cloud Engineer,"AWS, Linux, Kubernetes, Docker",3751862
10,MCA,Intern,64968,Female,Cloud Engineer,Cloud Engineer,"AWS, Linux, Azure, Kubernetes",4082432
12,MBA,Contract,27158,Female,Data Scientist,Data Scientist,"Pandas, Statistics, Machine Learning, SQL",3961826
14,B.Tech,Full-Time,68418,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",3412926
2,B.Tech,Contract,197658,Female,Backend Developer,Backend Developer,"Spring Boot, MySQL, REST API, Docker",2066195
3,PhD,Intern,113181,Male,Frontend Developer,Frontend Developer,"JavaScript, HTML, CSS, TypeScript",2505717
4,B.Tech,Full-Time,54547,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",1897937
8,BCA,Full-Time,97290,Female,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",1900451
0,M.Tech,Intern,1967,Female,Software Tester,Software Tester,"Selenium, Manual Testing, JIRA, Automation",1491101
8,PhD,Remote,95041,Both,Frontend Developer,Frontend Developer,"HTML, CSS, JavaScript, React",3213982
6,PhD,Remote,114100,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2958568
0,B.Tech,Contract,12336,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, TensorFlow, AWS",2379827
15,B.Tech,Contract,145301,Male,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",3022492
13,B.Tech,Contract,28436,Both,Frontend Developer,Frontend Developer,"HTML, React, CSS, JavaScript",2811849
3,PhD,Contract,77669,Male,Frontend Developer,Frontend Developer,"CSS, React, JavaScript, HTML",2313601
9,MCA,Contract,59310,Both,DevOps Engineer,DevOps Engineer,"CI/CD, Docker, Linux, Kubernetes",3336238
14,PhD,Contract,47085,Male,Backend Developer,Backend Developer,"MySQL, Docker, Java, Spring Boot",4249443
10,MBA,Remote,177480,Male,Cloud Engineer,Cloud Engineer,"Kubernetes, Docker, Azure, AWS",3861137
8,PhD,Full-Time,27026,Female,Cloud Engineer,Cloud Engineer,"Azure, Docker, Kubernetes, Linux",3861993
4,MCA,Intern,104203,Female,Cloud Engineer,Cloud Engineer,"Linux, AWS, Kubernetes, Docker",3160176
2,MCA,Intern,156500,Female,Backend Developer,Backend Developer,"Docker, Spring Boot, Java, MySQL",2295629
11,B.Tech,Full-Time,107388,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, SIEM, Python, Network Security",3810343
7,B.Tech,Contract,69498,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, SIEM, Network Security",3056281
9,BCA,Intern,114073,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, Docker, Python",3470139
9,B.Tech,Intern,76386,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, AWS, Python, PyTorch",3753933
14,MBA,Full-Time,182710,Male,Mobile App Developer,Mobile App Developer,"Android, Flutter, Firebase, Dart",3996521
10,B.Tech,Remote,82914,Both,Backend Developer,Backend Developer,"Java, Spring Boot, REST API, MySQL",2779889
13,B.Tech,Remote,62029,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Penetration Testing, Python",4319697
6,BCA,Full-Time,198344,Both,Machine Learning Engineer,Machine Learning Engineer,"Python, PyTorch, AWS, Docker",2954945
15,BCA,Contract,128426,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",2783424
9,B.Tech,Contract,67658,Female,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, Docker, PyTorch",3328038
12,MCA,Contract,181221,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, Docker, AWS",4388705
1,B.Tech,Remote,180173,Male,Backend Developer,Backend Developer,"MySQL, Docker, Spring Boot, Java",2069776
15,M.Tech,Full-Time,99700,Both,Data Scientist,Data Scientist,"Machine Learning, Python, Pandas, Statistics",4490114
8,MCA,Contract,152450,Male,Backend Developer,Backend Developer,"MySQL, Java, Docker, REST API",2640471
5,BCA,Intern,90360,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, AWS, Docker, Azure",2898071
10,B.Tech,Contract,97181,Both,Frontend Developer,Frontend Developer,"CSS, React, TypeScript, JavaScript",2574880
8,PhD,Contract,181645,Both,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Docker, Linux",3871149
12,B.Tech,Intern,187486,Both,Backend Developer,Backend Developer,"Java, MySQL, REST API, Spring Boot",3508825
3,MBA,Intern,107974,Male,Software Tester,Software Tester,"JIRA, Selenium, Manual Testing, Automation",1832731
3,PhD,Contract,11291,Both,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Kubernetes, Docker",3223395
5,M.Tech,Full-Time,195912,Both,Frontend Developer,Frontend Developer,"React, JavaScript, HTML, TypeScript",2466945
2,BCA,Intern,6214,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",2246086
1,BCA,Intern,68350,Both,Frontend Developer,Frontend Developer,"React, CSS, JavaScript, TypeScript",1530756
4,M.Tech,Remote,71211,Female,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",2244334
6,M.Tech,Remote,148880,Male,Frontend Developer,Frontend Developer,"CSS, React, TypeScript, JavaScript",2404354
9,MCA,Intern,150756,Male,Backend Developer,Backend Developer,"Docker, MySQL, REST API, Java",2538839
13,M.Tech,Remote,113765,Female,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, Linux, CI/CD",4252684
3,PhD,Full-Time,15427,Female,Mobile App Developer,Mobile App Developer,"Android, Dart, Firebase, Flutter",2722549
4,MCA,Contract,99535,Male,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",2105356
7,MCA,Remote,44541,Female,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, Docker, AWS",3280681
15,B.Tech,Remote,185570,Both,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Linux, Docker",4333505
15,BCA,Intern,112611,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, Docker, PyTorch",3868217
7,MCA,Full-Time,113187,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2714283
0,BCA,Full-Time,106426,Both,Cloud Engineer,Cloud Engineer,"Azure, Linux, AWS, Docker",2434140
14,PhD,Intern,51156,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Network Security, Penetration Testing",4071676
8,MCA,Contract,123013,Both,Data Scientist,Data Scientist,"Pandas, Statistics, Python, Machine Learning",3508757
12,M.Tech,Full-Time,161148,Female,Frontend Developer,Frontend Developer,"HTML, CSS, JavaScript, TypeScript",3298684
12,MBA,Remote,78475,Female,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",2629512
9,PhD,Full-Time,64446,Both,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2645240
6,B.Tech,Full-Time,150315,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Python, Penetration Testing",2838750
0,PhD,Full-Time,175235,Female,Data Scientist,Data Scientist,"Pandas, Statistics, Python, Machine Learning",2818889
5,M.Tech,Remote,31089,Female,Data Scientist,Data Scientist,"Pandas, SQL, Machine Learning, Statistics",3182531
15,M.Tech,Remote,181981,Both,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",3894491
8,B.Tech,Contract,16834,Female,Backend Developer,Backend Developer,"Java, MySQL, Docker, REST API",2668612
8,MBA,Remote,189535,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, PyTorch, Python",3449359
15,B.Tech,Full-Time,115092,Male,Software Tester,Software Tester,"Selenium, JIRA, Automation, Manual Testing",2878372
14,BCA,Remote,48900,Female,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, Docker, AWS",4102988
10,B.Tech,Contract,10152,Male,Backend Developer,Backend Developer,"MySQL, REST API, Spring Boot, Java",3119512
11,MCA,Remote,164816,Female,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, CSS",3049969
14,PhD,Remote,158665,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, TensorFlow, PyTorch",5059946
13,MCA,Full-Time,166979,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",3469980
13,MBA,Full-Time,100532,Male,Data Scientist,Data Scientist,"Machine Learning, Pandas, Python, SQL",4115933
6,PhD,Contract,182160,Male,Frontend Developer,Frontend Developer,"TypeScript, CSS, JavaScript, HTML",2823824
0,BCA,Full-Time,55335,Male,Frontend Developer,Frontend Developer,"React, JavaScript, CSS, HTML",1500209
12,BCA,Remote,146862,Both,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, AWS, Docker",3668790
15,MCA,Remote,150019,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, SIEM, Network Security",4371358
4,MCA,Full-Time,5050,Both,Backend Developer,Backend Developer,"REST API, Docker, Java, Spring Boot",2277146
11,B.Tech,Remote,143163,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, Python, AWS",3984473
15,PhD,Remote,173547,Male,Backend Developer,Backend Developer,"Docker, Java, REST API, MySQL",4318601
3,MCA,Remote,55619,Both,Frontend Developer,Frontend Developer,"TypeScript, CSS, HTML, JavaScript",2235639
